Name,Region,Coat of Arms,Words,Titles,Seats,Current Lord,Heir,Overlord,Founded,Founder,Died Out,Ancestral Weapons,Cadet Branches,Sworn Members,URL
House Tyrell of Highgarden,The Reach,"Vert, a rose Or",Growing Strong,"['Lord of Highgarden', 'Defender of the Marches', 'High Marshal of the Reach', 'Warden of the South', 'Lord Paramount of the Mander', 'High Steward of Highgarden (pre-Conquest)']",['Highgarden'],https://www.anapioficeandfire.com/api/characters/691,https://www.anapioficeandfire.com/api/characters/1113,https://www.anapioficeandfire.com/api/houses/16,,https://www.anapioficeandfire.com/api/characters/75,,[''],['https://www.anapioficeandfire.com/api/houses/397'],"['https://www.anapioficeandfire.com/api/characters/16', 'https://www.anapioficeandfire.com/api/characters/69', 'https://www.anapioficeandfire.com/api/characters/75', 'https://www.anapioficeandfire.com/api/characters/77', 'https://www.anapioficeandfire.com/api/characters/362', 'https://www.anapioficeandfire.com/api/characters/372', 'https://www.anapioficeandfire.com/api/characters/408', 'https://www.anapioficeandfire.com/api/characters/467', 'https://www.anapioficeandfire.com/api/characters/519', 'https://www.anapioficeandfire.com/api/characters/532', 'https://www.anapioficeandfire.com/api/characters/623', 'https://www.anapioficeandfire.com/api/characters/624', 'https://www.anapioficeandfire.com/api/characters/626', 'https://www.anapioficeandfire.com/api/characters/636', 'https://www.anapioficeandfire.com/api/characters/640', 'https://www.anapioficeandfire.com/api/characters/647', 'https://www.anapioficeandfire.com/api/characters/658', 'https://www.anapioficeandfire.com/api/characters/664', 'https://www.anapioficeandfire.com/api/characters/665', 'https://www.anapioficeandfire.com/api/characters/666', 'https://www.anapioficeandfire.com/api/characters/685', 'https://www.anapioficeandfire.com/api/characters/686', 'https://www.anapioficeandfire.com/api/characters/689', 'https://www.anapioficeandfire.com/api/characters/691', 'https://www.anapioficeandfire.com/api/characters/736', 'https://www.anapioficeandfire.com/api/characters/754', 'https://www.anapioficeandfire.com/api/characters/766', 'https://www.anapioficeandfire.com/api/characters/783', 'https://www.anapioficeandfire.com/api/characters/784', 'https://www.anapioficeandfire.com/api/characters/785', 'https://www.anapioficeandfire.com/api/characters/838', 'https://www.anapioficeandfire.com/api/characters/855', 'https://www.anapioficeandfire.com/api/characters/889', 'https://www.anapioficeandfire.com/api/characters/1019', 'https://www.anapioficeandfire.com/api/characters/1073', 'https://www.anapioficeandfire.com/api/characters/1075', 'https://www.anapioficeandfire.com/api/characters/1112', 'https://www.anapioficeandfire.com/api/characters/1113', 'https://www.anapioficeandfire.com/api/characters/1173', 'https://www.anapioficeandfire.com/api/characters/1244', 'https://www.anapioficeandfire.com/api/characters/1377', 'https://www.anapioficeandfire.com/api/characters/1409', 'https://www.anapioficeandfire.com/api/characters/1410', 'https://www.anapioficeandfire.com/api/characters/2080']",https://www.anapioficeandfire.com/api/houses/398
House Uffering,The Reach,"Paly tenné and cendrée, upon a chief argent seven hands couped vert",,[''],[''],,,https://www.anapioficeandfire.com/api/houses/398,,,,[''],[],"['https://www.anapioficeandfire.com/api/characters/489', 'https://www.anapioficeandfire.com/api/characters/926']",https://www.anapioficeandfire.com/api/houses/399
House Uller of Hellholt,Dorne,per fess rayonny Or and gules,,['Lord of Hellholt'],['Hellholt'],https://www.anapioficeandfire.com/api/characters/470,,https://www.anapioficeandfire.com/api/houses/285,,,,[''],[],"['https://www.anapioficeandfire.com/api/characters/364', 'https://www.anapioficeandfire.com/api/characters/470', 'https://www.anapioficeandfire.com/api/characters/1061']",https://www.anapioficeandfire.com/api/houses/400
House Umber of the Last Hearth,The North,"Gules, a roaring giant proper with shattered chains argent",,['Lord of the Last Hearth'],['The Last Hearth'],https://www.anapioficeandfire.com/api/characters/585,,https://www.anapioficeandfire.com/api/houses/362,,,,[''],[],"['https://www.anapioficeandfire.com/api/characters/471', 'https://www.anapioficeandfire.com/api/characters/495', 'https://www.anapioficeandfire.com/api/characters/504', 'https://www.anapioficeandfire.com/api/characters/585', 'https://www.anapioficeandfire.com/api/characters/586', 'https://www.anapioficeandfire.com/api/characters/764']",https://www.anapioficeandfire.com/api/houses/401
House Upcliff,The Vale,"A cresting sea-green wave, on a black field(Sable, a wave cresting vert)",,[''],['Witch Isle'],,,https://www.anapioficeandfire.com/api/houses/7,,,,[''],[],[],https://www.anapioficeandfire.com/api/houses/402
House Vaith of the Red Dunes,Dorne,"Tenny, on a pile Or three leopards statant sable",,['Lord of the Red Dunes'],['Vaith'],https://www.anapioficeandfire.com/api/characters/277,,https://www.anapioficeandfire.com/api/houses/285,Andal Invasion,,,[''],[],"['https://www.anapioficeandfire.com/api/characters/231', 'https://www.anapioficeandfire.com/api/characters/277']",https://www.anapioficeandfire.com/api/houses/403
House Vance of Atranta,The Riverlands,"Quartered, a green dragon on a white field and a white tower on a black field(Quarterly, first and fourth, argent, a dragon vert, second and third, sable, a tower argent)",,[''],['Atranta'],https://www.anapioficeandfire.com/api/characters/780,https://www.anapioficeandfire.com/api/characters/929,https://www.anapioficeandfire.com/api/houses/10,,https://www.anapioficeandfire.com/api/characters/1169,,[''],[],"['https://www.anapioficeandfire.com/api/characters/365', 'https://www.anapioficeandfire.com/api/characters/511', 'https://www.anapioficeandfire.com/api/characters/606', 'https://www.anapioficeandfire.com/api/characters/780', 'https://www.anapioficeandfire.com/api/characters/929']",https://www.anapioficeandfire.com/api/houses/404
House Vance of Wayfarer's Rest,The Riverlands,"Quartered, a black dragon on a white field and two golden eyes in a golden ring on a black field(Quarterly, first and fourth, argent, a dragon sable, second and third, sable, a pair of eyes within an annulet or)",,[''],"[""Wayfarer's Rest""]",https://www.anapioficeandfire.com/api/characters/604,,https://www.anapioficeandfire.com/api/houses/10,,https://www.anapioficeandfire.com/api/characters/1169,,[''],[],"['https://www.anapioficeandfire.com/api/characters/378', 'https://www.anapioficeandfire.com/api/characters/604', 'https://www.anapioficeandfire.com/api/characters/637', 'https://www.anapioficeandfire.com/api/characters/879']",https://www.anapioficeandfire.com/api/houses/405
House Varner,The Reach,"Ermines, a weasel argent",,[''],[''],https://www.anapioficeandfire.com/api/characters/993,,https://www.anapioficeandfire.com/api/houses/398,,,,[''],[],['https://www.anapioficeandfire.com/api/characters/993'],https://www.anapioficeandfire.com/api/houses/406
House Velaryon of Driftmark,The Crownlands,"seahorse rampant argent, on sea green","The Old, the True, the Brave",['Lord of the Tides  Master of Driftmark'],['High Tide or Driftmark'],https://www.anapioficeandfire.com/api/characters/757,,https://www.anapioficeandfire.com/api/houses/15,prior to 114BC,,,[''],[],"['https://www.anapioficeandfire.com/api/characters/33', 'https://www.anapioficeandfire.com/api/characters/91', 'https://www.anapioficeandfire.com/api/characters/110', 'https://www.anapioficeandfire.com/api/characters/154', 'https://www.anapioficeandfire.com/api/characters/253', 'https://www.anapioficeandfire.com/api/characters/610', 'https://www.anapioficeandfire.com/api/characters/611', 'https://www.anapioficeandfire.com/api/characters/756', 'https://www.anapioficeandfire.com/api/characters/757', 'https://www.anapioficeandfire.com/api/characters/875', 'https://www.anapioficeandfire.com/api/characters/1066', 'https://www.anapioficeandfire.com/api/characters/1070', 'https://www.anapioficeandfire.com/api/characters/1177', 'https://www.anapioficeandfire.com/api/characters/1302', 'https://www.anapioficeandfire.com/api/characters/1833']",https://www.anapioficeandfire.com/api/houses/407
House Vikary,The Westerlands,"Quarterly: a red boar's head on a white field; beneath a gold bend sinister, a silver lion rampant regardant with a forked tail, with gold teeth and claws, on a red field.",,[''],[''],https://www.anapioficeandfire.com/api/characters/676,,https://www.anapioficeandfire.com/api/houses/229,,,,[''],[],['https://www.anapioficeandfire.com/api/characters/676'],https://www.anapioficeandfire.com/api/houses/408
House Volmark,Iron Islands,"Cendrée, a leviathan sable",,"['Lord of Volmark', 'Lord of Greenshield']",['Volmark'],https://www.anapioficeandfire.com/api/characters/720,,https://www.anapioficeandfire.com/api/houses/178,,,,[''],[],['https://www.anapioficeandfire.com/api/characters/720'],https://www.anapioficeandfire.com/api/houses/409
House Vypren,,"A black toad on white lily pad, on a green field(Vert, a toad sable atop a lilypad argent)",,[''],[''],https://www.anapioficeandfire.com/api/characters/660,https://www.anapioficeandfire.com/api/characters/288,https://www.anapioficeandfire.com/api/houses/10,,,,[''],[],"['https://www.anapioficeandfire.com/api/characters/288', 'https://www.anapioficeandfire.com/api/characters/370', 'https://www.anapioficeandfire.com/api/characters/660']",https://www.anapioficeandfire.com/api/houses/410
House Vyrwel of Darkdell,The Reach,a silver wyvern within a red double tressure on sable,,[''],['Darkdell'],,,https://www.anapioficeandfire.com/api/houses/398,,,,[''],[],['https://www.anapioficeandfire.com/api/characters/519'],https://www.anapioficeandfire.com/api/houses/411
House Wade,Dorne,,,['High King of Dorne'],[''],,,,,,,[''],[],[],https://www.anapioficeandfire.com/api/houses/412
House Wagstaff,The Stormlands,"Five yellow mascles, on a green field(Vert, five mascles in fess or)",,[''],[''],,,https://www.anapioficeandfire.com/api/houses/17,,,,[''],[],['https://www.anapioficeandfire.com/api/characters/517'],https://www.anapioficeandfire.com/api/houses/413
House Waterman,The North,"Argent, two oars saltirewise tenny between as many flaunces azure",,[''],[''],,,https://www.anapioficeandfire.com/api/houses/34,,,,[''],[],[],https://www.anapioficeandfire.com/api/houses/414
House Waxley of Wickenden,The Vale,"Three candles, white with red flames, within silver candle holders, on a grey field within a black border(Cendrée, three candles in holders argent, flamed gules, within a bordure sable)",Light in Darkness,['The Knight of Wickenden'],['Wickenden'],https://www.anapioficeandfire.com/api/characters/345,,https://www.anapioficeandfire.com/api/houses/7,,,,[''],[],['https://www.anapioficeandfire.com/api/characters/345'],https://www.anapioficeandfire.com/api/houses/415
House Wayn,The Riverlands,"Four wheels counterchanged on a quartered blue and white field(Quarterly azure and argent, four wheels counterchanged)",,[''],[''],,,https://www.anapioficeandfire.com/api/houses/395,,,,[''],[],['https://www.anapioficeandfire.com/api/characters/1063'],https://www.anapioficeandfire.com/api/houses/416
House Waynwood of Ironoaks,The Vale,"A broken black wheel, on a green field(Vert, a wheel broken sable)",,['Lord of Ironoaks'],['Ironoaks'],https://www.anapioficeandfire.com/api/characters/125,https://www.anapioficeandfire.com/api/characters/1727,https://www.anapioficeandfire.com/api/houses/7,,,,[''],[],"['https://www.anapioficeandfire.com/api/characters/92', 'https://www.anapioficeandfire.com/api/characters/125', 'https://www.anapioficeandfire.com/api/characters/228', 'https://www.anapioficeandfire.com/api/characters/373', 'https://www.anapioficeandfire.com/api/characters/542', 'https://www.anapioficeandfire.com/api/characters/723', 'https://www.anapioficeandfire.com/api/characters/1098', 'https://www.anapioficeandfire.com/api/characters/1121', 'https://www.anapioficeandfire.com/api/characters/1335', 'https://www.anapioficeandfire.com/api/characters/1727']",https://www.anapioficeandfire.com/api/houses/417
House Weaver,Iron Islands,,,[''],[''],,,,,,,[''],[],['https://www.anapioficeandfire.com/api/characters/1898'],https://www.anapioficeandfire.com/api/houses/418
House Webber of Coldmoat,The Reach,"Sable, a cobweb argent thereon a spider gules",,['Lord of Coldmoat'],['formerly Coldmoat'],,,https://www.anapioficeandfire.com/api/houses/326,,,,[''],[],"['https://www.anapioficeandfire.com/api/characters/655', 'https://www.anapioficeandfire.com/api/characters/864', 'https://www.anapioficeandfire.com/api/characters/1263', 'https://www.anapioficeandfire.com/api/characters/1562', 'https://www.anapioficeandfire.com/api/characters/1891', 'https://www.anapioficeandfire.com/api/characters/2094', 'https://www.anapioficeandfire.com/api/characters/2115']",https://www.anapioficeandfire.com/api/houses/419
House Wells,Dorne,,,[''],[''],,,https://www.anapioficeandfire.com/api/houses/285,,,,[''],[],['https://www.anapioficeandfire.com/api/characters/2108'],https://www.anapioficeandfire.com/api/houses/420
House Wells,The North,"Per fess cendrée and lozengy argent and vert, in chief five pellets",,[''],[''],,,https://www.anapioficeandfire.com/api/houses/34,,,,[''],[],['https://www.anapioficeandfire.com/api/characters/1018'],https://www.anapioficeandfire.com/api/houses/421
House Wendwater,The Crownlands,"A green engrailed pall, inverted on white, dividing three trees, green, red and bare",For All Seasons,[''],[''],,,https://www.anapioficeandfire.com/api/houses/16,,,,[''],[],[],https://www.anapioficeandfire.com/api/houses/422
House Wensington,The Stormlands,"Two golden trumpets crossed on a blue field, beneath a gold chief with three black stags(Azure, two trumpets saltirewise or, on a chief of the second three stags salient sable)",Sound The Charge,[''],[''],,,https://www.anapioficeandfire.com/api/houses/17,,,,[''],[],[],https://www.anapioficeandfire.com/api/houses/423
House Westbrook,The Reach,Two green bars gemmel on gold,,[''],[''],,,https://www.anapioficeandfire.com/api/houses/398,,,,[''],[],[],https://www.anapioficeandfire.com/api/houses/424
House Westerling of the Crag,The Westerlands,"Six white shells, on a sand-coloured field(Or, six escallops argent)","Honor, Not Honors",['Lord of the Crag'],['The Crag'],https://www.anapioficeandfire.com/api/characters/413,https://www.anapioficeandfire.com/api/characters/923,https://www.anapioficeandfire.com/api/houses/229,,,,[''],[],"['https://www.anapioficeandfire.com/api/characters/360', 'https://www.anapioficeandfire.com/api/characters/374', 'https://www.anapioficeandfire.com/api/characters/413', 'https://www.anapioficeandfire.com/api/characters/479', 'https://www.anapioficeandfire.com/api/characters/560', 'https://www.anapioficeandfire.com/api/characters/561', 'https://www.anapioficeandfire.com/api/characters/568', 'https://www.anapioficeandfire.com/api/characters/792', 'https://www.anapioficeandfire.com/api/characters/856', 'https://www.anapioficeandfire.com/api/characters/923', 'https://www.anapioficeandfire.com/api/characters/927', 'https://www.anapioficeandfire.com/api/characters/997']",https://www.anapioficeandfire.com/api/houses/425
